ImageNumber	ObjectNumber	FileName_CellLabels	FileName_DNA	FileName_NucleiLabels	FileName_PLA	FileName_PLALabels	PathName_CellLabels	PathName_DNA	PathName_NucleiLabels	PathName_PLA	PathName_PLALabels	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	Children_PLA_dots_Count	Location_Center_X	Location_Center_Y
7	1	Well_7_cells_labels.tiff	Well_7_C0.tif	Well_7_nuclei_labels.tiff	Well_7_C1.tif	Well_7_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	11060	385.46627486437615	178.725678119349	0	385.46627486437615	178.725678119349
7	2	Well_7_cells_labels.tiff	Well_7_C0.tif	Well_7_nuclei_labels.tiff	Well_7_C1.tif	Well_7_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	8037	259.2186139106632	170.28070175438597	0	259.2186139106632	170.28070175438597
7	3	Well_7_cells_labels.tiff	Well_7_C0.tif	Well_7_nuclei_labels.tiff	Well_7_C1.tif	Well_7_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	6433	114.6836623659257	186.8415980102596	0	114.6836623659257	186.8415980102596
7	4	Well_7_cells_labels.tiff	Well_7_C0.tif	Well_7_nuclei_labels.tiff	Well_7_C1.tif	Well_7_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	4086	175.2185511502692	188.36147821830642	0	175.2185511502692	188.36147821830642
7	5	Well_7_cells_labels.tiff	Well_7_C0.tif	Well_7_nuclei_labels.tiff	Well_7_C1.tif	Well_7_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	3869	304.65624192297753	224.83742569139312	0	304.65624192297753	224.83742569139312
7	6	Well_7_cells_labels.tiff	Well_7_C0.tif	Well_7_nuclei_labels.tiff	Well_7_C1.tif	Well_7_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	9721	193.02324863697152	258.6818228577307	0	193.02324863697152	258.6818228577307
7	7	Well_7_cells_labels.tiff	Well_7_C0.tif	Well_7_nuclei_labels.tiff	Well_7_C1.tif	Well_7_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	7044	85.55508233957978	253.11342986939238	2	85.55508233957978	253.11342986939238
7	8	Well_7_cells_labels.tiff	Well_7_C0.tif	Well_7_nuclei_labels.tiff	Well_7_C1.tif	Well_7_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	8645	349.0837478311162	286.2712550607287	1	349.0837478311162	286.2712550607287
7	9	Well_7_cells_labels.tiff	Well_7_C0.tif	Well_7_nuclei_labels.tiff	Well_7_C1.tif	Well_7_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	4773	205.99811439346323	307.59396605908233	0	205.99811439346323	307.59396605908233
7	10	Well_7_cells_labels.tiff	Well_7_C0.tif	Well_7_nuclei_labels.tiff	Well_7_C1.tif	Well_7_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	6038	277.35491884730044	313.2065253395164	0	277.35491884730044	313.2065253395164
