ImageNumber	ObjectNumber	FileName_CellLabels	FileName_DNA	FileName_NucleiLabels	FileName_PLA	FileName_PLALabels	PathName_CellLabels	PathName_DNA	PathName_NucleiLabels	PathName_PLA	PathName_PLALabels	AreaShape_Area	AreaShape_BoundingBoxArea	AreaShape_BoundingBoxMaximum_X	AreaShape_BoundingBoxMaximum_Y	AreaShape_BoundingBoxMinimum_X	AreaShape_BoundingBoxMinimum_Y	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Compactness	AreaShape_ConvexArea	AreaShape_Eccentricity	AreaShape_EquivalentDiameter	AreaShape_EulerNumber	AreaShape_Extent	AreaShape_FormFactor	AreaShape_MajorAxisLength	AreaShape_MaxFeretDiameter	AreaShape_MaximumRadius	AreaShape_MeanRadius	AreaShape_MedianRadius	AreaShape_MinFeretDiameter	AreaShape_MinorAxisLength	AreaShape_Orientation	AreaShape_Perimeter	AreaShape_Solidity
1	1	Well_1_cells_labels.tiff	Well_1_C0.tif	Well_1_nuclei_labels.tiff	Well_1_C1.tif	Well_1_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	2037	2790	169	121	124	59	147.33382425135002	88.2174766813942	1.2333384299492316	2127	0.7172863855646802	50.92729084317687	1	0.7301075268817204	0.8108074602371415	61.41896243786274	61.07372593840988	21.18962010041709	7.9491455894431695	7.0710678118654755	43.158493968855666	42.79541088922914	7.111289225878088	177.6812408671319	0.9576868829337094
1	2	Well_1_cells_labels.tiff	Well_1_C0.tif	Well_1_nuclei_labels.tiff	Well_1_C1.tif	Well_1_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	3901	5418	234	148	171	62	200.73391438092796	105.83158164573186	1.193329190811245	4010	0.7016654801481991	70.47629008405501	1	0.7200073827980805	0.8379917358094486	83.91279194847348	86.12200647918046	29.546573405388315	11.079243997838248	10.0	61.68664680065798	59.78841213583986	6.400067749418114	241.86500705120548	0.9728179551122195
1	3	Well_1_cells_labels.tiff	Well_1_C0.tif	Well_1_nuclei_labels.tiff	Well_1_C1.tif	Well_1_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	2032	2695	176	186	121	137	149.76525590551182	161.3656496062992	1.2229030250630764	2118	0.5754509345571069	50.86474962979618	1	0.7539888682745826	0.8177263278487849	56.63902672117834	56.64803615307419	21.95449840010015	8.153815585336963	7.211102550927978	45.55298561639331	46.321452337337575	-75.01790384143099	176.71067811865473	0.959395656279509
1	4	Well_1_cells_labels.tiff	Well_1_C0.tif	Well_1_nuclei_labels.tiff	Well_1_C1.tif	Well_1_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	4910	6237	345	204	268	123	305.72179226069244	163.19755600814665	1.1263494518508743	5017	0.5114960817864141	79.06709912883898	1	0.7872374539041206	0.8878239327561704	85.36821617515211	86.68333173107735	36.6742416417845	13.016600191839734	11.40175425099138	74.20363721059029	73.35567964928413	39.74948598467022	263.6223663640862	0.9786725134542555
1	5	Well_1_cells_labels.tiff	Well_1_C0.tif	Well_1_nuclei_labels.tiff	Well_1_C1.tif	Well_1_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	2519	3726	160	220	91	166	123.7689559348948	194.9241762604208	1.3168339981870991	2635	0.8103589981876781	56.632944592241316	1	0.6760601180891036	0.7593971612038509	74.67126385123753	72.80109889280519	20.12461179749811	8.341990662402205	7.615773105863909	43.76318269386183	43.75240948259627	62.4767365601555	204.16652224137042	0.955977229601518
1	6	Well_1_cells_labels.tiff	Well_1_C0.tif	Well_1_nuclei_labels.tiff	Well_1_C1.tif	Well_1_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	4093	5994	261	240	187	159	223.0097727827999	200.24334229171757	1.2266313549423646	4225	0.7415031336403869	72.18981546313178	1	0.6828495161828495	0.8152408594242944	88.77678344506383	86.35392289873113	29.410882339705484	11.107653467096585	10.0	60.774682589015804	59.5647299463673	35.801897834069756	251.17871555019022	0.9687573964497042
1	7	Well_1_cells_labels.tiff	Well_1_C0.tif	Well_1_nuclei_labels.tiff	Well_1_C1.tif	Well_1_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	2773	3591	184	275	121	218	151.32059141723764	246.33285250631084	1.1297015278791247	2850	0.4652456766700457	59.41963696919232	1	0.772208298524088	0.885189561421039	63.222945140726495	63.245553203367585	27.730849247724095	9.927628484700687	8.94427190999916	55.64308429794919	55.96378757072292	70.62414453796988	198.40916292848976	0.9729824561403508
1	8	Well_1_cells_labels.tiff	Well_1_C0.tif	Well_1_nuclei_labels.tiff	Well_1_C1.tif	Well_1_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	6539	12152	369	333	245	235	303.74185655298976	291.22648723046336	2.103476119355073	7853	0.8946452706340926	91.24534718561395	1	0.538100724160632	0.47540354311538396	146.8610927352339	141.60508465447137	27.730849247724095	10.161568116396015	9.433981132056603	70.02869035089255	65.61418341160069	62.88522953621133	415.747258045114	0.8326754106710811
1	9	Well_1_cells_labels.tiff	Well_1_C0.tif	Well_1_nuclei_labels.tiff	Well_1_C1.tif	Well_1_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	2216	3245	417	327	358	272	387.6597472924188	298.1926895306859	1.51568952931191	2406	0.5855854238314234	53.11778262628365	1	0.6828967642526964	0.6597657242205653	59.704993185019816	61.032778078668514	22.67156809750927	8.15580484879751	7.0710678118654755	50.566295172465225	48.397506482778724	46.604112246097614	205.44469683442244	0.9210307564422278
1	10	Well_1_cells_labels.tiff	Well_1_C0.tif	Well_1_nuclei_labels.tiff	Well_1_C1.tif	Well_1_PLA_labels.tiff	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	/Users/tischer/Documents/cellprofiler-practical-NeuBIAS-Lisbon-2017/batch_qc_practical	7671	16402	304	386	186	247	247.26450267240256	318.4746447660018	2.114548458972705	9171	0.9369912349333477	98.828237602739	1	0.4676868674551884	0.472914203387811	175.83019805390543	160.3277892319357	31.144823004794873	10.909267922634465	10.0	70.44333567360773	61.42678378951172	36.68489207219893	451.48127676088177	0.8364409551848218
